enterprise_id,enterprise_name,county,sub_county,ward,value_chain,ownership_category,employees,registration_status,year_established,capacity_score,support_need,latitude,longitude
684,Kilifi Kitenge Revival 684,Kilifi,Ganze,Ganze,Textiles,Women-owned,20,Registered,2023,1,Business registration support,-3.656905,39.995589
685,Kilifi Reclaimed Materials 685,Kilifi,Ganze,Ganze,Circular Construction Materials,Women-owned,10,Registered,2021,4,Technical training,-3.520336,40.051041
686,Kilifi Construction Waste Reuse 686,Kilifi,Bamba,Bamba,Circular Construction Materials,Youth-owned,25,Registered,2025,3,Technical training,-3.582507,39.720559
687,Kilifi Black Soldier Fly Farm 687,Kilifi,Malindi Town,Malindi Town,Organic Waste,Women-owned,4,Registered,2025,1,Certification/standards,-3.539441,40.106078
688,Kilifi Green Compost Co 688,Kilifi,Malindi Town,Malindi Town,Organic Waste,Youth-owned,1,Registered,2015,3,Market linkages,-3.346544,39.7355
689,Kilifi Electro Recovery 689,Kilifi,Rabai,Rabai,Electrical and Electronic Waste (E-waste),Youth-owned,1,Not Registered,2021,4,Business registration support,-3.504796,39.877769
690,Kilifi EcoBrick Works 690,Kilifi,Bamba,Bamba,Circular Construction Materials,Youth-owned,10,Registered,2025,2,Technical training,-3.481685,40.032631
691,Kilifi Organic Waste Solutions 691,Kilifi,Rabai,Rabai,Organic Waste,Youth-owned,4,Registered,2015,1,Business registration support,-3.590892,40.097071
692,Kilifi Green Compost Co 692,Kilifi,Ganze,Ganze,Organic Waste,General/Other,15,Registered,2016,5,Access to finance,-3.388859,39.959129
693,Kilifi Reclaimed Materials 693,Kilifi,Ganze,Ganze,Circular Construction Materials,Youth-owned,5,Registered,2023,3,Business registration support,-3.539858,39.848227
694,Kilifi Organic Waste Solutions 694,Kilifi,Ganze,Ganze,Organic Waste,Women-owned,1,Registered,2023,5,Market linkages,-3.54978,39.959286
695,Kilifi Textile Waste Hub 695,Kilifi,Ganze,Ganze,Textiles,PWD-owned,20,Registered,2024,4,Technical training,-3.625519,40.094147
696,Kilifi E-Waste Hub 696,Kilifi,Malindi Town,Malindi Town,Electrical and Electronic Waste (E-waste),Youth-owned,20,Not Registered,2021,2,Certification/standards,-3.501792,39.85501
697,Kilifi TechWaste Solutions 697,Kilifi,Malindi Town,Malindi Town,Electrical and Electronic Waste (E-waste),Youth-owned,3,Registered,2024,3,Certification/standards,-3.457129,40.047687
698,Kilifi Kitenge Revival 698,Kilifi,Kilifi North,Kilifi North,Textiles,Youth-owned,10,Registered,2021,3,Equipment/machinery,-3.665277,39.786066
699,Kilifi E-Waste Recyclers 699,Kilifi,Kilifi North,Kilifi North,Electrical and Electronic Waste (E-waste),Youth-owned,12,Registered,2015,3,Certification/standards,-3.646957,39.763872
700,Kilifi E-Waste Recyclers 700,Kilifi,Malindi Town,Malindi Town,Electrical and Electronic Waste (E-waste),Women-owned,6,Registered,2016,1,Equipment/machinery,-3.366866,39.742872
701,Kilifi Circuit Reclaim 701,Kilifi,Kilifi North,Kilifi North,Electrical and Electronic Waste (E-waste),General/Other,15,Not Registered,2023,5,Certification/standards,-3.665927,40.003092
702,Kilifi Black Soldier Fly Farm 702,Kilifi,Malindi Town,Malindi Town,Organic Waste,General/Other,25,Registered,2018,3,Business registration support,-3.615469,39.758211
703,Kilifi Circuit Reclaim 703,Kilifi,Kilifi North,Kilifi North,Electrical and Electronic Waste (E-waste),Youth-owned,15,Registered,2023,4,Technical training,-3.667974,39.794943
704,Kilifi Compost Works 704,Kilifi,Bamba,Bamba,Organic Waste,Youth-owned,6,Registered,2020,3,Market linkages,-3.492402,39.899242
705,Kilifi Compost Works 705,Kilifi,Rabai,Rabai,Organic Waste,General/Other,20,Registered,2023,1,Certification/standards,-3.696776,40.00508
706,Kilifi TechWaste Solutions 706,Kilifi,Bamba,Bamba,Electrical and Electronic Waste (E-waste),Women-owned,8,Registered,2021,2,Equipment/machinery,-3.349437,39.983399
707,Kilifi BioWaste Traders 707,Kilifi,Malindi Town,Malindi Town,Organic Waste,Youth-owned,20,Registered,2025,2,Equipment/machinery,-3.336171,40.011967
708,Kilifi E-Waste Recyclers 708,Kilifi,Bamba,Bamba,Electrical and Electronic Waste (E-waste),General/Other,8,Not Registered,2020,4,Certification/standards,-3.364122,40.038579
709,Kilifi E-Waste Recyclers 709,Kilifi,Kilifi North,Kilifi North,Electrical and Electronic Waste (E-waste),Women-owned,12,Not Registered,2022,5,Certification/standards,-3.431307,39.911834
710,Kilifi Plastics Recyclers 710,Kilifi,Kilifi North,Kilifi North,Plastics and Packaging,Youth-owned,20,Registered,2024,4,Market linkages,-3.458637,40.025708
711,Kilifi Plastics Recyclers 711,Kilifi,Kilifi North,Kilifi North,Plastics and Packaging,General/Other,20,Registered,2020,2,Business registration support,-3.610859,39.994726
712,Kilifi Electro Recovery 712,Kilifi,Kilifi North,Kilifi North,Electrical and Electronic Waste (E-waste),General/Other,2,Registered,2017,3,Market linkages,-3.606428,39.984287
713,Kilifi Electro Recovery 713,Kilifi,Rabai,Rabai,Electrical and Electronic Waste (E-waste),General/Other,4,Not Registered,2022,5,Certification/standards,-3.620905,40.088544
714,Kilifi Thrift & Mend 714,Kilifi,Kilifi North,Kilifi North,Textiles,Women-owned,6,Registered,2024,2,Access to finance,-3.690787,39.956502
715,Kilifi Plastics Recyclers 715,Kilifi,Rabai,Rabai,Plastics and Packaging,Women-owned,4,Not Registered,2018,4,Access to finance,-3.536637,40.077296
716,Kilifi BioWaste Traders 716,Kilifi,Ganze,Ganze,Organic Waste,Youth-owned,25,Registered,2021,2,Technical training,-3.557871,39.881823
717,Kilifi Kitenge Revival 717,Kilifi,Kilifi North,Kilifi North,Textiles,Youth-owned,6,Registered,2025,4,Market linkages,-3.699191,40.099751
718,Kilifi E-Waste Recyclers 718,Kilifi,Malindi Town,Malindi Town,Electrical and Electronic Waste (E-waste),General/Other,4,Not Registered,2021,4,Certification/standards,-3.523147,40.057877
719,Kilifi Construction Waste Reuse 719,Kilifi,Malindi Town,Malindi Town,Circular Construction Materials,Women-owned,6,Not Registered,2025,2,Equipment/machinery,-3.672588,39.732801
720,Kilifi Recycled Blocks Co 720,Kilifi,Malindi Town,Malindi Town,Circular Construction Materials,Youth-owned,6,Registered,2023,4,Certification/standards,-3.609237,39.957163
721,Kilifi EcoPack 721,Kilifi,Kilifi North,Kilifi North,Plastics and Packaging,General/Other,2,Registered,2023,4,Market linkages,-3.606583,39.910799
722,Kilifi Circuit Reclaim 722,Kilifi,Bamba,Bamba,Electrical and Electronic Waste (E-waste),Youth-owned,6,Not Registered,2019,3,Certification/standards,-3.663963,39.726965
723,Kilifi Green Compost Co 723,Kilifi,Bamba,Bamba,Organic Waste,Youth-owned,12,Not Registered,2025,4,Market linkages,-3.503911,39.88361
724,Kilifi E-Waste Recyclers 724,Kilifi,Kilifi North,Kilifi North,Electrical and Electronic Waste (E-waste),Youth-owned,25,Registered,2016,3,Market linkages,-3.651252,39.801244
725,Kilifi E-Waste Recyclers 725,Kilifi,Ganze,Ganze,Electrical and Electronic Waste (E-waste),Women-owned,25,Not Registered,2016,4,Access to finance,-3.568092,39.992912
726,Kilifi Compost Works 726,Kilifi,Kilifi North,Kilifi North,Organic Waste,Youth-owned,15,Not Registered,2024,5,Technical training,-3.363431,39.781562
727,Kilifi Textile Waste Hub 727,Kilifi,Malindi Town,Malindi Town,Textiles,Women-owned,10,Registered,2020,1,Market linkages,-3.500294,39.937615
728,Kilifi PET Collectors 728,Kilifi,Malindi Town,Malindi Town,Plastics and Packaging,General/Other,1,Registered,2025,3,Market linkages,-3.553032,39.945435
729,Kilifi Electro Recovery 729,Kilifi,Bamba,Bamba,Electrical and Electronic Waste (E-waste),General/Other,6,Not Registered,2024,5,Equipment/machinery,-3.473018,39.711622
730,Kilifi Fabric Reclaim 730,Kilifi,Malindi Town,Malindi Town,Textiles,General/Other,15,Registered,2021,1,Business registration support,-3.390077,39.822482
731,Kilifi Organic Waste Solutions 731,Kilifi,Kilifi North,Kilifi North,Organic Waste,Youth-owned,8,Not Registered,2019,2,Market linkages,-3.32468,40.055506
732,Kilifi Textile Upcyclers 732,Kilifi,Bamba,Bamba,Textiles,General/Other,15,Registered,2025,3,Certification/standards,-3.514362,39.882243
733,Kilifi PET Collectors 733,Kilifi,Rabai,Rabai,Plastics and Packaging,Women-owned,15,Registered,2021,3,Business registration support,-3.630751,39.887477
734,Kilifi Green Compost Co 734,Kilifi,Kilifi North,Kilifi North,Organic Waste,Youth-owned,20,Registered,2025,3,Equipment/machinery,-3.537058,39.879707
735,Kilifi Kitenge Revival 735,Kilifi,Rabai,Rabai,Textiles,Youth-owned,10,Registered,2017,4,Access to finance,-3.458876,39.919171
736,Kilifi Organic Waste Solutions 736,Kilifi,Rabai,Rabai,Organic Waste,Women-owned,2,Registered,2021,1,Business registration support,-3.539607,39.936714
737,Kilifi Repurposed Plastics Co 737,Kilifi,Rabai,Rabai,Plastics and Packaging,Women-owned,2,Not Registered,2022,5,Access to finance,-3.38557,39.851483
738,Kilifi Fabric Reclaim 738,Kilifi,Ganze,Ganze,Textiles,PWD-owned,25,Registered,2025,3,Business registration support,-3.692597,39.875801
739,Kilifi E-Waste Hub 739,Kilifi,Bamba,Bamba,Electrical and Electronic Waste (E-waste),General/Other,2,Not Registered,2024,2,Market linkages,-3.574166,40.076545
740,Kilifi Compost Works 740,Kilifi,Ganze,Ganze,Organic Waste,Youth-owned,10,Registered,2021,2,Certification/standards,-3.49695,39.711639
741,Kilifi EcoBrick Works 741,Kilifi,Bamba,Bamba,Circular Construction Materials,Women-owned,2,Registered,2015,4,Technical training,-3.4633,40.098869
742,Kilifi Textile Upcyclers 742,Kilifi,Malindi Town,Malindi Town,Textiles,Youth-owned,3,Registered,2021,4,Certification/standards,-3.432287,39.784588
743,Kilifi Green Building Materials 743,Kilifi,Malindi Town,Malindi Town,Circular Construction Materials,Women-owned,3,Not Registered,2022,1,Access to finance,-3.590333,39.89467
744,Kilifi Electro Recovery 744,Kilifi,Malindi Town,Malindi Town,Electrical and Electronic Waste (E-waste),Youth-owned,1,Registered,2016,5,Equipment/machinery,-3.366781,39.943391
745,Kilifi Electro Recovery 745,Kilifi,Ganze,Ganze,Electrical and Electronic Waste (E-waste),Women-owned,10,Registered,2023,3,Access to finance,-3.415869,39.947636
746,Kilifi Reclaimed Materials 746,Kilifi,Ganze,Ganze,Circular Construction Materials,Youth-owned,12,Registered,2025,5,Technical training,-3.617938,39.733582
747,Kilifi Electro Recovery 747,Kilifi,Malindi Town,Malindi Town,Electrical and Electronic Waste (E-waste),Women-owned,3,Registered,2018,4,Access to finance,-3.512784,40.084886
748,Kilifi TechWaste Solutions 748,Kilifi,Ganze,Ganze,Electrical and Electronic Waste (E-waste),General/Other,25,Registered,2017,3,Business registration support,-3.617859,39.797181
749,Kilifi Black Soldier Fly Farm 749,Kilifi,Ganze,Ganze,Organic Waste,PWD-owned,15,Registered,2016,4,Market linkages,-3.377468,39.978543
750,Kwale Circuit Reclaim 750,Kwale,Lunga Lunga,Lunga Lunga,Electrical and Electronic Waste (E-waste),Youth-owned,5,Registered,2023,4,Equipment/machinery,-4.282286,39.49017
751,Kwale Plastics Recyclers 751,Kwale,Matuga,Matuga,Plastics and Packaging,Youth-owned,2,Registered,2016,5,Access to finance,-4.036974,39.400636
752,Kwale Green Building Materials 752,Kwale,Msambweni,Msambweni,Circular Construction Materials,General/Other,12,Registered,2017,3,Access to finance,-4.151787,39.447192
753,Kwale Reclaimed Materials 753,Kwale,Msambweni,Msambweni,Circular Construction Materials,Women-owned,2,Not Registered,2024,4,Access to finance,-4.099794,39.605688
754,Kwale EcoPack 754,Kwale,Msambweni,Msambweni,Plastics and Packaging,Youth-owned,3,Not Registered,2022,2,Technical training,-4.17147,39.332237
755,Kwale EcoBrick Works 755,Kwale,Msambweni,Msambweni,Circular Construction Materials,General/Other,10,Not Registered,2015,1,Market linkages,-4.298554,39.403045
756,Kwale Kitenge Revival 756,Kwale,Matuga,Matuga,Textiles,Youth-owned,20,Registered,2017,4,Technical training,-4.250867,39.333754
757,Kwale EcoBrick Works 757,Kwale,Lunga Lunga,Lunga Lunga,Circular Construction Materials,General/Other,20,Registered,2015,4,Business registration support,-4.304422,39.426476
758,Kwale Circuit Reclaim 758,Kwale,Msambweni,Msambweni,Electrical and Electronic Waste (E-waste),Youth-owned,8,Not Registered,2017,3,Technical training,-4.095755,39.458346
759,Kwale E-Waste Recyclers 759,Kwale,Kinango,Kinango,Electrical and Electronic Waste (E-waste),Women-owned,20,Not Registered,2025,5,Access to finance,-4.080791,39.509763
760,Kwale Construction Waste Reuse 760,Kwale,Kinango,Kinango,Circular Construction Materials,Women-owned,25,Registered,2020,3,Certification/standards,-4.209379,39.517213
761,Kwale PET Collectors 761,Kwale,Diani,Diani,Plastics and Packaging,Women-owned,15,Not Registered,2025,2,Business registration support,-4.134356,39.32497
762,Kwale TechWaste Solutions 762,Kwale,Kinango,Kinango,Electrical and Electronic Waste (E-waste),Youth-owned,8,Not Registered,2017,5,Technical training,-4.074956,39.589251
763,Kwale Reclaimed Materials 763,Kwale,Matuga,Matuga,Circular Construction Materials,Youth-owned,3,Registered,2023,3,Certification/standards,-4.277156,39.456302
764,Kwale Construction Waste Reuse 764,Kwale,Lunga Lunga,Lunga Lunga,Circular Construction Materials,Women-owned,25,Registered,2020,5,Access to finance,-4.054498,39.381519
765,Kwale Green Compost Co 765,Kwale,Matuga,Matuga,Organic Waste,General/Other,15,Not Registered,2022,4,Technical training,-4.309527,39.544462
766,Kwale Organic Waste Solutions 766,Kwale,Diani,Diani,Organic Waste,Women-owned,4,Registered,2019,5,Business registration support,-4.150485,39.594062
767,Kwale Green Building Materials 767,Kwale,Kinango,Kinango,Circular Construction Materials,Women-owned,6,Registered,2017,5,Market linkages,-4.16702,39.361248
768,Kwale Electro Recovery 768,Kwale,Msambweni,Msambweni,Electrical and Electronic Waste (E-waste),Youth-owned,2,Registered,2023,2,Equipment/machinery,-4.32089,39.425059
769,Kwale E-Waste Hub 769,Kwale,Diani,Diani,Electrical and Electronic Waste (E-waste),Youth-owned,8,Not Registered,2022,4,Certification/standards,-4.16728,39.414222
770,Kwale Circuit Reclaim 770,Kwale,Lunga Lunga,Lunga Lunga,Electrical and Electronic Waste (E-waste),Women-owned,2,Not Registered,2022,5,Business registration support,-4.172017,39.446615
771,Kwale E-Waste Recyclers 771,Kwale,Lunga Lunga,Lunga Lunga,Electrical and Electronic Waste (E-waste),General/Other,2,Registered,2024,5,Equipment/machinery,-4.014235,39.40506
772,Kwale Compost Works 772,Kwale,Diani,Diani,Organic Waste,General/Other,10,Registered,2017,3,Technical training,-4.29891,39.405828
773,Kwale Textile Waste Hub 773,Kwale,Kinango,Kinango,Textiles,General/Other,25,Registered,2016,2,Market linkages,-4.336586,39.594031
774,Kwale Construction Waste Reuse 774,Kwale,Msambweni,Msambweni,Circular Construction Materials,Women-owned,6,Not Registered,2022,5,Equipment/machinery,-4.040746,39.422427
775,Kwale Green Building Materials 775,Kwale,Lunga Lunga,Lunga Lunga,Circular Construction Materials,Women-owned,25,Registered,2024,4,Market linkages,-4.172385,39.438037
776,Kwale EcoBrick Works 776,Kwale,Kinango,Kinango,Circular Construction Materials,Women-owned,5,Registered,2017,4,Certification/standards,-4.270284,39.414443
777,Kwale EcoPack 777,Kwale,Matuga,Matuga,Plastics and Packaging,Women-owned,12,Registered,2015,2,Business registration support,-4.152124,39.316661
778,Kwale Reclaimed Materials 778,Kwale,Lunga Lunga,Lunga Lunga,Circular Construction Materials,Youth-owned,1,Registered,2018,5,Market linkages,-4.083899,39.45305
779,Kwale Textile Waste Hub 779,Kwale,Kinango,Kinango,Textiles,Women-owned,10,Not Registered,2015,5,Access to finance,-4.323627,39.464176
780,Kwale Black Soldier Fly Farm 780,Kwale,Lunga Lunga,Lunga Lunga,Organic Waste,Youth-owned,2,Not Registered,2023,3,Access to finance,-4.204723,39.581573
781,Kwale Thrift & Mend 781,Kwale,Lunga Lunga,Lunga Lunga,Textiles,Youth-owned,3,Registered,2020,4,Certification/standards,-4.288339,39.54869
782,Kwale Textile Upcyclers 782,Kwale,Msambweni,Msambweni,Textiles,Youth-owned,8,Not Registered,2016,3,Technical training,-4.246811,39.307648
783,Kwale Packaging Solutions 783,Kwale,Lunga Lunga,Lunga Lunga,Plastics and Packaging,Women-owned,2,Registered,2020,5,Equipment/machinery,-4.083332,39.48307
784,Kwale E-Waste Hub 784,Kwale,Kinango,Kinango,Electrical and Electronic Waste (E-waste),Women-owned,12,Not Registered,2025,1,Technical training,-4.330535,39.282506
785,Kwale Packaging Solutions 785,Kwale,Diani,Diani,Plastics and Packaging,Women-owned,20,Registered,2017,4,Access to finance,-4.119542,39.317306
786,Kwale Green Compost Co 786,Kwale,Lunga Lunga,Lunga Lunga,Organic Waste,Women-owned,1,Registered,2022,5,Equipment/machinery,-4.072571,39.465613
787,Kwale Construction Waste Reuse 787,Kwale,Lunga Lunga,Lunga Lunga,Circular Construction Materials,Women-owned,20,Registered,2020,5,Technical training,-4.353905,39.608162
788,Kwale Textile Waste Hub 788,Kwale,Diani,Diani,Textiles,Women-owned,2,Registered,2016,1,Technical training,-4.252828,39.33021
789,Kwale Textile Waste Hub 789,Kwale,Matuga,Matuga,Textiles,Women-owned,6,Registered,2022,3,Certification/standards,-4.037919,39.348006
790,Kwale Organic Waste Solutions 790,Kwale,Matuga,Matuga,Organic Waste,Women-owned,3,Registered,2015,1,Certification/standards,-4.231113,39.437628
791,Kwale EcoBrick Works 791,Kwale,Msambweni,Msambweni,Circular Construction Materials,Women-owned,12,Registered,2025,4,Equipment/machinery,-4.02958,39.514274
792,Kwale EcoPack 792,Kwale,Msambweni,Msambweni,Plastics and Packaging,Women-owned,8,Not Registered,2020,1,Technical training,-4.032774,39.56588
793,Kwale Circuit Reclaim 793,Kwale,Msambweni,Msambweni,Electrical and Electronic Waste (E-waste),Youth-owned,25,Registered,2019,1,Market linkages,-4.309185,39.405473
794,Kwale Organic Waste Solutions 794,Kwale,Msambweni,Msambweni,Organic Waste,General/Other,10,Not Registered,2015,2,Market linkages,-4.060239,39.497185
795,Kwale Black Soldier Fly Farm 795,Kwale,Diani,Diani,Organic Waste,General/Other,5,Registered,2022,4,Access to finance,-4.278829,39.342691
796,Kwale Textile Waste Hub 796,Kwale,Lunga Lunga,Lunga Lunga,Textiles,PWD-owned,2,Registered,2016,5,Market linkages,-4.116558,39.475755
797,Kwale Thrift & Mend 797,Kwale,Diani,Diani,Textiles,PWD-owned,20,Registered,2025,3,Market linkages,-4.046128,39.589261
798,Kwale Reclaimed Materials 798,Kwale,Matuga,Matuga,Circular Construction Materials,Youth-owned,20,Not Registered,2015,4,Certification/standards,-4.109055,39.590017
799,Kwale Black Soldier Fly Farm 799,Kwale,Kinango,Kinango,Organic Waste,Women-owned,1,Not Registered,2018,3,Business registration support,-4.255447,39.516962
800,Kwale PET Collectors 800,Kwale,Kinango,Kinango,Plastics and Packaging,Women-owned,15,Not Registered,2018,3,Access to finance,-4.162432,39.385947
801,Kwale E-Waste Recyclers 801,Kwale,Lunga Lunga,Lunga Lunga,Electrical and Electronic Waste (E-waste),Youth-owned,10,Registered,2015,1,Access to finance,-4.283224,39.390621
802,Kwale Construction Waste Reuse 802,Kwale,Matuga,Matuga,Circular Construction Materials,General/Other,12,Not Registered,2016,1,Technical training,-4.265125,39.442588
803,Kwale Reclaimed Materials 803,Kwale,Kinango,Kinango,Circular Construction Materials,Women-owned,1,Registered,2016,1,Access to finance,-4.079025,39.497226
804,Kwale Textile Upcyclers 804,Kwale,Kinango,Kinango,Textiles,Women-owned,1,Registered,2019,1,Certification/standards,-4.334376,39.491966
805,Kwale Electro Recovery 805,Kwale,Msambweni,Msambweni,Electrical and Electronic Waste (E-waste),General/Other,10,Registered,2021,5,Access to finance,-4.131871,39.420099
806,Kwale Reclaimed Materials 806,Kwale,Msambweni,Msambweni,Circular Construction Materials,General/Other,6,Registered,2016,4,Business registration support,-4.231838,39.609631
807,Kwale Plastics Recyclers 807,Kwale,Diani,Diani,Plastics and Packaging,General/Other,20,Registered,2020,5,Market linkages,-4.097312,39.485539
808,Kwale Electro Recovery 808,Kwale,Diani,Diani,Electrical and Electronic Waste (E-waste),General/Other,5,Registered,2023,1,Market linkages,-4.194035,39.359635
809,Kwale BioWaste Traders 809,Kwale,Diani,Diani,Organic Waste,Youth-owned,6,Registered,2015,3,Business registration support,-4.03542,39.551278
810,Kwale Reclaimed Materials 810,Kwale,Lunga Lunga,Lunga Lunga,Circular Construction Materials,General/Other,6,Registered,2018,1,Equipment/machinery,-4.333466,39.454659
811,Kwale Textile Upcyclers 811,Kwale,Matuga,Matuga,Textiles,PWD-owned,25,Registered,2024,4,Business registration support,-4.285932,39.443361
812,Kwale Construction Waste Reuse 812,Kwale,Diani,Diani,Circular Construction Materials,Youth-owned,4,Not Registered,2025,1,Equipment/machinery,-4.246233,39.390403
813,Kwale Fabric Reclaim 813,Kwale,Kinango,Kinango,Textiles,PWD-owned,8,Registered,2017,3,Certification/standards,-4.129489,39.358147
814,Kwale PET Collectors 814,Kwale,Msambweni,Msambweni,Plastics and Packaging,Youth-owned,4,Registered,2020,3,Equipment/machinery,-4.327557,39.282906
815,Kwale Plastics Recyclers 815,Kwale,Lunga Lunga,Lunga Lunga,Plastics and Packaging,General/Other,12,Registered,2018,2,Technical training,-4.282883,39.334793
816,Kwale Packaging Solutions 816,Kwale,Matuga,Matuga,Plastics and Packaging,PWD-owned,2,Registered,2018,4,Certification/standards,-4.026266,39.279658
817,Kwale Black Soldier Fly Farm 817,Kwale,Lunga Lunga,Lunga Lunga,Organic Waste,Youth-owned,8,Not Registered,2016,5,Business registration support,-4.221029,39.406146
818,Kwale Packaging Solutions 818,Kwale,Lunga Lunga,Lunga Lunga,Plastics and Packaging,Women-owned,15,Registered,2025,3,Technical training,-4.067937,39.341105
819,Kwale Textile Upcyclers 819,Kwale,Diani,Diani,Textiles,Youth-owned,4,Registered,2019,2,Technical training,-4.142663,39.579697
820,Kwale Textile Waste Hub 820,Kwale,Diani,Diani,Textiles,Youth-owned,15,Registered,2023,4,Certification/standards,-4.0352,39.347426
